state,next_state,earnings_velocity_5d,days_since_last_s0,earnings_ratio_to_mu,active_hours_today,trips_completed_today,cancellation_rate_7d,day_of_week,is_holiday,weather_severity,surge_active,rider_id
3,2,0.053787926133182506,8,0.2920882966593971,0.0,0,0.5516230949349795,5,0,0.0038926974869967212,1,0
2,2,0.3047961473536133,9,0.5486201686529357,1.699149642439668,6,0.2818499786157381,6,0,0.3949394176926404,0,0
2,2,0.20846937606602012,10,0.5189558963747922,1.9858207737034306,6,0.339619849665845,0,0,0.3855780881389834,0,0
2,1,0.13744902984791585,11,0.49313158515741484,5.426518840189448,12,0.31046327682138886,1,0,0.23370236558054905,0,0
1,1,0.34760982060583934,12,0.7674447809667397,4.670862317186331,13,0.1492241145613843,2,0,0.33203811866341504,0,0
1,0,0.21059575125098384,13,0.7346438968132398,5.858990054860947,18,0.2081169348728855,3,0,0.0,0,0
0,0,0.41987023100752474,14,1.0324294966005492,7.595777299101538,21,0.03982224548347954,4,0,0.21858435272993498,0,0
0,1,0.2954722986554724,0,1.0047934298380194,5.914825208410963,17,0.0674233128598939,5,0,0.8195347453191664,0,0
1,1,-0.0244092833809213,0,0.7820793544942714,5.827930506668865,12,0.16996755708940287,6,0,0.38606027179151065,0,0
1,0,-0.21019929619007616,1,0.6540788955524878,1.2137820073140035,4,0.1399317789564406,0,0,0.3907931158617392,1,0
0,0,0.0031258275367958,2,0.8447308421965093,9.630622518371103,34,0.03369513476202096,1,0,0.47903699639433717,0,0
0,0,0.14158779467978921,0,1.0052101984161566,7.186209182535121,21,0.047416980445368545,2,0,0.39301604190006123,0,0
0,3,0.09100923341951606,0,0.9491877775190048,8.00367650448035,18,0.02336913032856321,3,0,0.1623255435538481,0,0
3,3,-0.5835325082928549,0,0.263524905342831,0.45734428383374315,1,0.5469415406500971,4,0,0.21149285762156322,1,0
3,2,-0.5215650277603432,1,0.22178149604505473,0.0,0,0.5344343798220069,5,0,0.3904667901286277,1,0
2,2,-0.17015786159158724,2,0.48672918231232415,2.805082360929915,7,0.2952244538585982,6,0,0.13475410672720947,0,0
2,2,-0.06976162316562928,3,0.515525088761445,2.369358743421235,9,0.361052199081932,0,0,0.4325331940770968,0,0
2,2,-0.014258787870524814,4,0.4730909021256071,2.3939794275218933,9,0.27333608060307246,1,0,0.0935474658844326,0,0
2,1,0.09950799943397187,5,0.49163831435142424,3.3226418812446994,8,0.28041251566005865,2,0,0.14689294451405738,0,0
1,1,0.32219017649073695,6,0.759943173209908,6.204279150018256,18,0.10635532544226632,3,0,0.28640394880311904,0,0
1,3,0.18922780268055894,7,0.7346131348327006,5.271594723945989,18,0.11783600935719421,4,0,0.3726908675678146,0,0
3,3,-0.4089847854166424,8,0.18597733723957469,3.731948276219663,13,0.5074710836692082,5,0,0.13250731918296144,0,0
3,3,-0.3063187346487042,9,0.22273383770313884,1.3624895797312568,5,0.5243780386326093,6,0,0.0,1,0
3,3,-0.26232430580155097,10,0.21665685366579834,2.1443897235054052,4,0.5162339483241359,0,0,0.18449222252886988,1,0
3,3,-0.24855389964943286,11,0.17543096768079125,0.0,0,0.5133896644262919,1,0,0.4076068879856502,1,0
3,3,-0.0801618881300627,12,0.22692053809433804,1.403370171517901,4,0.500963230219128,2,0,0.34832890433535024,1,0
3,3,-0.010045289333610513,13,0.19549861754311776,3.4164054925178426,12,0.4276165900721153,3,1,0.19330953056705508,0,0
3,2,0.03260445032578921,14,0.24005261326322605,1.8693417137147161,5,0.46659835874234457,4,0,0.0,0,0
2,1,0.27142045357340505,15,0.48233237162285936,3.422885150452842,13,0.29573990356777435,5,0,0.4398393463389776,0,0
1,2,0.5827340350544012,16,0.8467810566952678,6.701831416679281,14,0.14477481798585126,6,0,0.0,1,0
2,2,0.1651894362607485,17,0.5635064757045103,0.0,0,0.290286248871402,0,0,0.36388005275824575,0,0
2,1,-0.050255400638422765,18,0.4153788263273735,1.715921955745479,5,0.31446200506576577,1,0,0.23153181226722352,0,0
1,0,0.28416572241958005,19,0.7937759911422275,7.77390342402611,24,0.16048051867681287,2,0,0.35447395105484797,0,0
0,0,0.4452049805707554,20,1.0655599248692031,5.346888790584057,12,0.03436031244088146,3,0,0.26661441397828695,0,0
0,2,0.27944954729649407,0,1.0164500022442107,7.428080479709835,29,0.04262715499961296,4,0,0.5996748880593464,0,0
2,0,-0.31886615065672186,0,0.45206809340078324,4.169448837490395,8,0.2939668603644351,5,0,0.1435167332077108,1,0
0,0,0.20366147085483122,1,0.9523080384515907,5.667695826403799,16,0.0667564687782267,6,0,0.2886090917572942,1,0
0,0,0.1329325611838751,0,0.9889649712054782,3.6547830781969672,10,0.01352327227687608,0,1,0.44033272961791337,0,0
0,0,-0.01452535853642034,0,0.8805448474978329,4.615670337157098,11,0.005100839302900215,1,0,0.09554394367053407,0,0
0,0,0.16538734891382467,0,1.0234545394738037,6.82310822829619,15,0.0517482299280634,2,0,0.45346344809224537,1,0
0,0,0.0556900353513784,0,0.915158133357276,7.502618096477261,23,0.0,3,0,0.33162381698102184,1,0
0,1,0.14206409554840682,0,1.094150201545603,5.442424955121457,20,0.06548892716304353,4,0,0.0,1,0
1,1,-0.13695516333957303,0,0.8434993752764258,2.818724403286309,7,0.18408146050666285,5,0,0.2401470592229487,0,0
1,1,-0.16260268456248428,1,0.788758734867704,4.7111871120031585,12,0.1691071885011663,6,0,0.38850912484081057,1,0
1,1,-0.09244692284474187,2,0.8405572740594207,4.5828201252838126,14,0.19077661800886836,0,1,0.18876160823017496,0,0
1,0,-0.14326199089746305,3,0.7531627529238228,4.123204332275105,8,0.11092043649496605,1,0,0.3405594553795559,0,0
0,1,0.13828998479848187,4,1.0023156525330772,4.37635920391757,11,0.04391258045613357,2,0,0.4788426657026819,1,0
1,1,-0.18923874507543348,0,0.6564200128566566,5.693552078849885,14,0.1463194608751462,3,0,0.049936892215370676,0,0
1,1,-0.04019397573522021,1,0.7680489097129161,6.130996667407598,19,0.16137840103095488,4,0,0.30778264138029193,0,0
1,1,-0.06468516399655755,2,0.7394157564206212,4.5793272224548485,12,0.1326631767576703,5,0,0.05115882422782608,0,0
1,1,-0.01956337557076837,3,0.7643092413186504,3.478138314201882,8,0.11581712996725275,6,0,0.3622905668606879,1,0
1,1,-0.1336172853802089,4,0.6524846291881754,4.246375917049049,12,0.15087329839730007,0,0,0.3636378975349157,1,0
1,1,-0.025203973063679053,5,0.6909317368357248,3.070662124157069,11,0.13860580464630315,1,0,0.0,0,0
1,0,0.12674073349767634,6,0.8497787881928939,6.8305365400516225,25,0.15106729430953875,2,0,0.5854970567369009,0,0
0,0,0.22357252226293534,7,0.9629565526541485,5.457251194373487,16,0.07906993610827574,3,0,0.3730948945285669,0,0
0,0,0.23353657414126627,0,1.0176287637791848,3.094549600941877,12,0.06274897692308448,4,0,0.30621711755423053,0,0
0,1,0.12892106200684517,0,0.9636771561368705,3.98673725044364,12,0.07493095573003923,5,0,0.011540172888117706,0,0
1,1,-0.10905981544724297,0,0.7879347840725214,1.3620806200321345,3,0.151890071050041,6,0,0.2906825459321321,1,0
1,2,-0.1545813632497266,1,0.7618138457173972,2.5333426486236634,9,0.178429488295449,0,0,0.25580653644272916,0,0
2,2,-0.5298304037440069,2,0.36897181672801743,1.250444915805982,3,0.24888021412168873,1,0,0.35778333343374136,0,0
2,3,-0.3154121266032097,3,0.46459314668358853,3.2183133077806927,8,0.2741304612157337,2,0,0.3077162245961834,1,0
3,2,-0.4519866761713427,4,0.21741147369633626,0.6618528261578511,1,0.5618089451157223,3,0,0.3205106367452534,0,0
2,2,0.008953965822200427,5,0.5290989792017725,3.981107717569601,14,0.28133496899237226,4,0,0.08475095993624635,1,0
2,1,-0.0668859135117788,6,0.40149193889364354,1.199492115514861,4,0.2904628035411461,5,0,0.10741632724666225,0,0
1,1,0.37535917514024947,7,0.7716726461809211,4.313569931935251,9,0.14303192010227295,6,0,0.26676843161005354,0,0
1,0,0.30402427098853146,8,0.7808779079197838,4.068184886376569,8,0.11547406472443299,0,0,0.5330615071094353,0,0
0,0,-0.06930657435577181,0,0.9306934256442282,1.6041084362208364,5,0.06007523770799071,0,0,0.39815334179876377,0,1
0,2,-0.21263387264391886,0,0.7735048124849266,8.055811482921198,28,0.02863693874363184,1,0,0.0,1,1
2,1,-0.41530947170553456,0,0.5255301759202963,2.3354088224585645,4,0.26992968057927597,2,0,0.29961602936473075,0,1
1,1,-0.08920168002212892,1,0.7567440027877612,4.040727104066136,11,0.14151612752557288,3,0,0.2488335857318353,1,1
1,1,-0.1276368826481512,2,0.6696576007192913,4.865719064074657,18,0.10749473722209377,4,0,0.1000575542661237,0,1
1,2,0.14191338112554597,3,0.8731393846368467,4.696560232494294,16,0.10787192705727752,5,0,0.34589634309272127,0,1
2,1,0.06851627607640176,4,0.7882314713862263,4.472211807258858,12,0.35383110163801074,6,0,0.23947604810591067,0,1
1,2,0.18784489333486853,5,0.910505420424953,3.106069595439508,8,0.14822152061922203,0,0,0.45336457435684874,0,1
2,2,-0.3726921257374857,6,0.42696345025352994,3.0682639051875915,8,0.32268744490889417,1,0,0.30059865823999116,1,1
2,1,-0.4326465485917952,7,0.30105291689237423,2.089224241680644,4,0.301565199559726,2,0,0.19985105124861674,0,1
1,0,0.21007315921938197,8,0.8700516879381681,3.6533426216033087,11,0.08676139974667671,3,0,0.36797507223854076,0,1
0,3,0.3801490204916358,9,1.039510009870686,6.727741668818607,18,0.03498916767809301,4,0,0.2990734055551309,0,1
3,3,-0.32762740650928823,0,0.381989290566654,2.460841192326102,7,0.47135624548607535,5,0,0.49722726339215356,0,1
3,3,-0.24819083518231283,1,0.35572263592196957,1.656268372929805,5,0.4713312449779581,6,0,0.14753530839446954,1,1
3,2,-0.05284841161745846,2,0.5368168966205119,1.6167578770239448,4,0.5044952724196184,0,0,0.3219295509148017,0,1
2,3,0.08379384737692464,3,0.7206119515605225,2.409622230398069,6,0.2806689863936093,1,0,0.26926297912759645,1,1
3,3,-0.5741093788705203,4,0.03282077803754848,0.0,0,0.49312122039343076,2,0,0.5890251913853067,1,1
3,3,0.12407091156210104,5,0.5296632221035423,0.7731285298804362,2,0.5073125744120495,3,0,0.5638026395482792,0,1
3,1,-0.435127096848819,6,0.0,0.5849498648714295,1,0.5195973464984368,4,0,0.3220791451224437,0,1
1,3,0.6249563293747811,7,0.9889388990392062,4.94183498298428,19,0.19737556508944895,5,0,0.4589864505831255,0,1
3,1,-0.10315292257534131,8,0.35125404757282264,2.051084735289379,7,0.4670798697635887,6,0,0.5260198632809028,0,1
1,1,0.3165298059305114,9,0.6970651952811353,3.839344204394486,8,0.11543253476169697,0,0,0.5607130135616175,0,1
1,1,0.04398518034966903,10,0.5573694531490103,4.204662825278455,12,0.16350951834131439,1,0,0.5267360957513403,1,1
1,2,0.21189262130795639,11,0.7308181403163913,1.0538235635847875,3,0.14268311669467987,2,0,0.26316485069695567,0,1
2,2,0.08595971444815242,12,0.7510488615198655,2.5558417546323646,7,0.301851139021511,3,0,0.16282946476467142,1,1
2,1,-0.22334607873544127,13,0.3941650608324037,3.5351566371460184,7,0.30043583645812705,4,0,0.6437590006099718,0,1
1,1,0.31147712327315735,14,0.9375704654929187,3.3577754598256746,9,0.15817935790296386,5,0,0.5038087386483525,0,1
1,2,-0.2004252049304906,15,0.47376919133162726,3.655109028646792,9,0.11438788720876888,6,0,0.3002679693508974,0,1
2,3,0.1935887812414977,16,0.851063125140139,1.9546250645398011,6,0.2876475174694605,0,0,0.10296839353783471,0,1
3,3,-0.681523340863391,17,0.0,1.2229406429542466,3,0.47714076625069224,1,0,0.2766239627182952,0,1
3,3,-0.15800341443356636,18,0.37331015412585133,0.0,0,0.4996808397014542,2,0,0.035902203168592495,0,1
3,2,-0.08083263266709645,19,0.4463099545510109,2.1251827182054166,5,0.4923003765080074,3,0,0.4225930760949198,0,1
2,1,-0.13509285127212517,20,0.29379763375760054,1.7707088039514298,4,0.2603237660012496,4,0,0.054400023835500494,0,1
1,1,0.18573444741616146,21,0.5786306209310819,4.646266606778332,14,0.21844898631828186,5,0,0.16988727591888156,1,1
1,0,0.14309003303824064,22,0.4814997057113496,0.825324333072589,1,0.09568143960058816,6,0,0.26280866456279023,0,1
0,0,0.7177692399433813,23,1.1524788537587602,6.785926431289006,17,0.02297309014086275,0,0,0.2911127664591291,0,1
0,0,0.19068913899397133,0,0.781232492735932,6.129758312882193,17,0.014476150043051833,1,0,0.41190807412323327,0,1
0,0,0.6448505594011614,0,1.3023784207801063,4.498062850865184,12,0.0883094249659413,2,0,0.3053170682652197,0,1
0,2,-0.21146743773204268,0,0.6477765810514035,3.6609251470415867,10,0.04485306469350955,3,0,0.5089745624908855,0,1
2,2,-0.4955312652145571,0,0.37754194559295334,2.4421926072348814,5,0.3232348411159611,4,0,0.14061780214066194,0,1
2,1,-0.43940876641923876,1,0.41287289236459246,2.326751681051598,8,0.2985132348734525,5,0,0.4998672664948978,1,1
1,0,0.3280393055399591,2,1.0323997720449565,4.759578477651267,15,0.13875165930452593,6,0,0.4300498011156728,0,1
0,0,0.2029238635849403,3,0.9575177859517428,2.7440768853068827,8,0.0858085571556913,0,1,0.18005011017622702,0,1
0,0,0.3098511971936585,0,0.9954729925947883,7.236299429693794,18,0.11010528231204025,1,0,0.3120936896234736,0,1
0,0,0.4095783527552346,0,1.1647394304650411,5.007874661539776,11,0.002731420184881553,2,0,0.2210854296261212,0,1
0,0,0.20708787461922606,0,1.1196884493034502,5.623346117944632,22,0.07261565209801046,3,0,0.31069632536438,0,1
0,0,-0.2838827160831948,0,0.7700809699888008,4.987329071784808,12,0.0741371090475451,4,0,0.5465803868205393,0,1
0,0,-0.29085779855751603,0,0.7106421271032486,4.859236727892953,16,0.08571240689881232,5,0,0.6672451679460041,1,1
0,0,0.1049523384168074,0,1.0570771323078731,5.814286058505511,13,0.002333073074638252,6,0,0.0,1,1
0,0,0.11582560195126901,0,1.0802712237849517,6.702829167759304,22,0.10578484422869935,0,0,0.0850467972364572,0,1
0,0,0.13798388820897856,0,1.0855358687066434,4.451404470667729,17,0.03419853824161376,1,0,0.25723908838190185,0,1
0,2,0.010005469106649012,0,0.9507269334849526,4.062176597652465,9,0.0668681861574348,2,0,0.15354292371958486,0,1
2,2,-0.5756583496801313,0,0.4011923073974026,2.1190559829283284,6,0.28768980079964673,3,0,0.6825909615463505,1,1
2,1,-0.34151373375001204,1,0.5734469593863527,4.492946600274154,16,0.26619036269397406,4,0,0.0,0,1
1,2,-0.38101615393802235,2,0.43721850461403833,4.746801733549894,14,0.14927107848687554,5,0,0.0,0,1
2,2,-0.689624114717878,3,0.0,2.2530234586840727,6,0.2904768433548695,6,0,0.35824628336947595,0,1
2,2,-0.15096194661035106,4,0.3215549943661982,4.716090451255052,9,0.2798426392896097,0,0,0.5497515544821013,1,1
2,1,0.11775798996798836,5,0.4644405431207867,0.3852708565782845,0,0.31726639529999684,1,0,0.0,0,1
1,0,0.5260219419348315,6,0.8853541422323068,5.17762221210456,16,0.1576772055031267,2,0,0.25918609699031303,1,1
0,1,0.8239755962498554,7,1.2456892331165212,4.721761791051609,11,0.09103722352162913,3,0,0.21623025121499231,0,1
1,2,0.1257896389368558,0,0.7091974215040183,6.301779412550844,20,0.1617159178895855,4,0,0.49422780136458233,0,1
2,2,-0.07998940891529915,1,0.6452578579526671,1.1065162493041303,2,0.29187215609526573,5,0,0.46488541247699594,1,1
2,2,-0.7899878395852601,2,0.0,4.18126097710475,11,0.26258047590917494,6,0,0.34738972230918996,0,1
2,2,-0.14058637280028996,3,0.5565133581608128,4.774660150884106,18,0.3697733937564505,0,0,0.02186291400494872,1,1
2,2,-0.20834351523623557,4,0.4229880589105684,2.3286851623332447,8,0.3440154375212713,1,0,0.23489099769609362,0,1
2,2,-0.10797927167016214,5,0.3588120676354512,3.1895589325224813,11,0.27438722332237764,2,0,0.6570636788449455,0,1
2,1,-0.24112926303831705,6,0.15558500549358284,4.187565882562038,13,0.3032845607834126,3,0,0.04272133298326053,0,1
1,0,0.1673020693243581,7,0.4660817673644411,6.758779020816847,17,0.13827967192202412,4,0,0.26184790793309026,0,1
0,0,0.4502783667387576,8,0.8422744182517289,3.940495474671691,9,0.076341757367246,5,0,0.32291688740477564,0,1
0,0,0.3420344763193817,0,0.7911827398505362,4.344017046942508,15,0.03939155775159067,6,0,0.17674138236157838,1,1
0,1,0.3555110078930025,0,0.8782982076121506,6.495434918424888,19,0.08975440186624517,0,0,0.44239540459821025,0,1
1,0,0.14910282677952902,0,0.775787254494017,5.022192569463294,13,0.15203739507508007,1,0,0.0,0,1
0,2,0.5049186620020918,1,1.2556435395166665,3.098203896430323,12,0.040544768303443286,2,0,0.0,0,1
2,2,-0.19842141965094773,0,0.7102158122940722,2.244417364965833,6,0.33595559509550077,3,0,0.25317489254341746,0,1
2,2,-0.6091881966730596,1,0.27303731408042886,1.0608583702871979,3,0.36026266158555414,4,0,0.41107204570171507,0,1
2,3,-0.11494043978947921,2,0.6636559858099879,2.342562765999741,7,0.30710866166157735,5,0,0.1139470625459898,0,1
3,2,-0.40860441335428904,3,0.3270635678847455,0.0,0,0.45298825249293684,6,0,0.0,0,1
2,1,0.004407316827243268,4,0.6503305607444234,2.2812843128667764,8,0.3242736393297073,0,0,0.024817282279689712,0,1
1,0,0.1014482242023832,5,0.6263088723651147,4.443089338594312,12,0.11509578600623185,1,0,0.136684978508885,0,1
0,1,0.4893996660524299,6,0.99747892622937,4.106416051714252,8,0.00639202160205108,2,0,0.30502574224320667,0,1
1,0,0.06721585992485435,0,0.7201834425315825,3.145396378653297,8,0.16650607488079322,3,0,0.0,1,1
0,0,0.24696891658193898,1,0.9112419905329863,3.8850454453741863,12,0.008406732401894206,4,0,0.0,1,1
0,0,0.26538177221321724,0,1.0464905306939125,4.398609346432671,15,0.09733304614795658,5,0,0.3755941995989397,0,1
0,0,0.4042843992222297,0,1.2646251516928229,6.292894547219659,24,0.06524237315597196,6,0,0.5529079618676073,1,1
0,0,0.027310675009733942,0,1.0153146833458688,6.798194060822158,16,0.029657854145195027,0,0,0.3576438126180648,0,1
0,0,0.01750040129598973,0,1.0090715610554244,7.763259864763169,29,0.07285564322127391,1,0,0.364802504837996,1,1
0,0,0.16066522955945395,0,1.2100140130236567,4.753845177591996,16,0.013403727654754359,2,0,0.0,1,1
0,0,0.08064205666917967,0,1.1897452446315169,5.694327208313179,19,0.050248457298737816,3,0,0.3566137176019979,0,1
0,0,-0.12733804320168018,0,1.0104160875481778,7.7543072209408255,21,0.04642493488016239,4,0,0.0,1,1
0,0,-0.16205097283792824,0,0.9248613450830008,3.6492343641218294,13,0.0429066074010646,5,0,0.19867946080575938,1,1
0,3,-0.2831792202029114,0,0.785642430065444,8.697431551384593,34,0.04692013726878101,6,0,0.4503592931670912,0,1
3,2,-0.9102712665724348,0,0.11386455749792451,0.0,0,0.497320387918978,0,0,0.34479348567468954,0,1
2,2,-0.23387950257678058,1,0.5710264303884323,2.0790993297429043,5,0.2782195470689707,1,0,0.25451611747122316,0,1
2,0,-0.05641877482495228,2,0.6247433952916437,2.8719213412778126,8,0.2838505139141526,2,0,0.1924377307285721,0,1
0,0,0.12670442663999382,3,0.7307320583052828,4.12641004398292,12,0.03404367518171728,3,0,0.1930377323562884,0,1
0,0,0.21502051893358176,0,0.7802222932433271,6.212129210010816,21,0.035197959788519646,4,0,0.7749213100052863,1,1
0,1,0.6355846649691174,0,1.1997024119144395,5.1285597172027755,13,0.04508139499919011,5,0,0.6805814924548336,0,1
1,2,-0.1450133965912369,0,0.636271921237388,5.109436734163062,12,0.13414721606653424,6,0,0.2773663180542205,0,1
2,3,-0.07467327847610361,1,0.7196611375223125,1.0892046767481753,3,0.30292811977486317,0,0,0.020462767376319246,1,1
3,3,-0.6050882057709728,2,0.20822975867357715,0.2252338867587511,0,0.4567406379307996,1,0,0.3075046464679197,0,1
3,2,-0.5345413223762908,3,0.1742761821419181,1.7598747312853806,4,0.5443218099492401,2,0,0.2620888976921443,0,1
2,2,-0.18344354938760027,4,0.4041847329103268,1.3382349077299072,5,0.32678567448968865,3,0,0.1450696287475874,1,1
2,2,0.4046518602087347,5,0.8331766067058393,0.9539244521014902,2,0.36802932611697764,4,0,0.18687225032899218,0,1
2,0,-0.1728622445348259,6,0.2950434390559689,0.6749223724203892,1,0.29567146864439237,5,0,0.14447881445034655,0,1
0,1,0.5290671724913352,7,0.9120493163888612,4.056988223300947,12,0.05216052925751157,6,0,0.8619137940192785,1,1
1,1,0.007747022335478859,0,0.5314930777760618,5.413792097779759,16,0.19387065790420083,0,0,0.3593831741472225,0,1
1,1,0.37092842893707545,1,0.966117863504487,4.652328460219357,11,0.10223960993275633,1,0,0.10331680426819384,0,1
1,2,-0.31846332871901056,2,0.389112731967233,3.709041854617464,8,0.14022905669778812,2,0,0.29841909692535273,0,1
2,1,-0.17807977713641038,3,0.440683508602112,2.6385310573816874,6,0.2877105321489599,3,0,0.2113975693517065,0,1
1,2,-0.27839058460814403,4,0.3695007150396069,4.610705767985279,11,0.09078498390423109,4,0,0.2998873805754082,0,1
